Gene,Rank
TSSK2,-2.7170425446712655e-07
LINC02742,-2.7181281582601053e-07
AC005549.1,-2.7204306763673775e-07
SNORD114-21,-2.721657223060303e-07
TRMT10BP1,-2.7222045511988544e-07
RPSAP75,-2.722357580032931e-07
OR7E41P,-2.722708571349569e-07
CYP2C19,-2.7233925631758867e-07
ZNF833P,-2.7238778220851883e-07
TRAJ58,-2.7240537696618745e-07
LINC02685,-2.726340835419303e-07
AC090820.2,-2.7265081460038557e-07
AC127522.1,-2.7269245234879217e-07
RN7SKP228,-2.727232281310293e-07
AP002892.1,-2.7277887708853425e-07
ANKRD44-DT,-2.7280025536156187e-07
FBLL1,-2.7287500051434775e-07
MTRF1LP1,-2.7297555232033887e-07
MIR299,-2.7299825568840945e-07
AC011595.2,-2.73055023515271e-07
AC068643.1,-2.7322581956414543e-07
AC117453.1,-2.7344804586726497e-07
THAP12P9,-2.735335539958864e-07
AC107918.6,-2.7360053280431796e-07
VN1R80P,-2.7363055048408243e-07
DBX2-AS1,-2.736314656718395e-07
ERICH3,-2.736352328280842e-07
VN1R88P,-2.7365001502761663e-07
GRP,-2.7365368332272335e-07
FAM238B,-2.737001991071716e-07
AC108063.2,-2.73807579647167e-07
AC072062.1,-2.7384370892982404e-07
LINC00350,-2.738821887934631e-07
LINC01564,-2.7398915121126793e-07
ZC2HC1B,-2.7431255853437444e-07
C20orf141,-2.7435008444784475e-07
AC093240.1,-2.743522937976783e-07
Z98257.2,-2.7440558772085147e-07
SLC24A2,-2.74530587092279e-07
AL133215.1,-2.745432016505735e-07
AC077690.1,-2.745930059327167e-07
CR381670.2,-2.7474537611842204e-07
LINC02903,-2.747743628552837e-07
SLC9A3P2,-2.7479593016230777e-07
LINC01028,-2.749170768929621e-07
XIRP2-AS1,-2.749398836792483e-07
IGKV2D-24,-2.750779710285238e-07
SBF1P2,-2.750864290293859e-07
RBMX2P5,-2.75108389167961e-07
AL136360.2,-2.752481607869025e-07
AC022498.1,-2.752839657952437e-07
AL391425.1,-2.753641881324682e-07
AC068672.2,-2.7562045258142637e-07
SRP14P4,-2.7564826243262907e-07
MIR4752,-2.7569633545045313e-07
BARX1,-2.757331992171393e-07
SYT14,-2.757806763816726e-07
THUMPD1P1,-2.7592917537596646e-07
LINC00939,-2.761701973133756e-07
AC012494.2,-2.7634540170442585e-07
AC133565.1,-2.763660532142873e-07
HTR3E-AS1,-2.7640197155972113e-07
AC091962.1,-2.7648548423161686e-07
GRPEL2P1,-2.7652341269013987e-07
AC012485.2,-2.7655290253048516e-07
MNX1,-2.765573902365524e-07
AC104819.3,-2.7657256739999155e-07
FERD3L,-2.767016461688988e-07
LINC02223,-2.7673645362223556e-07
POTEE,-2.7675732519241855e-07
LINC01794,-2.768009170059828e-07
IQCF1,-2.7685627303945907e-07
AL139351.3,-2.7686561659521275e-07
AC084871.3,-2.76917362909688e-07
TRBV5-1,-2.770463314228235e-07
LINC02326,-2.770643339836487e-07
KRT32,-2.773590911363374e-07
OR7E12P,-2.7747339552823467e-07
CUX2,-2.775021462935177e-07
SPATA8-AS1,-2.775090455627058e-07
AC093725.2,-2.7770686717367773e-07
HORMAD2,-2.777766711262922e-07
AC073348.2,-2.778052404380773e-07
AC003093.1,-2.778389631299936e-07
E2F4P1,-2.7785249593087546e-07
CASR,-2.779715518393345e-07
Z94057.1,-2.7827531255741736e-07
LINC01204,-2.7846959276917816e-07
RN7SL478P,-2.78662114486739e-07
MAGEA10,-2.787167078532048e-07
FGB,-2.7873036004110735e-07
H4C12,-2.789551676279154e-07
AL731567.1,-2.789821233442594e-07
KIR2DL4,-2.7904977597182544e-07
PRR18,-2.790653596020482e-07
LINC00536,-2.792081488098343e-07
LINC01331,-2.7946841490224257e-07
FSIP2LP,-2.7967871035002335e-07
AL365434.2,-2.798935339413368e-07
NBPF13P,-2.800258247375885e-07
NPIPB15,-2.8010620503745594e-07
AC005229.5,-2.801077574698221e-07
ICOSLG,-2.8012894719792905e-07
SYTL5,-2.802409257694724e-07
PAK5,-2.804219320625238e-07
CDSN,-2.8042637035216453e-07
AL160410.1,-2.804291871134795e-07
INSL5,-2.804459316010435e-07
AC012213.4,-2.805890935887299e-07
AC113189.3,-2.805987222174935e-07
DYNAPP3,-2.8079726008966224e-07
DEFB132,-2.8079726008966224e-07
AC007861.2,-2.8079726008966224e-07
POTEM,-2.8079726008966224e-07
LECT2,-2.8079726008966224e-07
PRSS3P3,-2.8079726008966224e-07
KRT8P8,-2.8079726008966224e-07
NCOA5LP,-2.8079726008966224e-07
RNU6-1106P,-2.8079726008966224e-07
ELL2P3,-2.8079726008966224e-07
FMN2P1,-2.8079726008966224e-07
AL157359.2,-2.8079726008966224e-07
LINC01432,-2.8079726008966224e-07
LINC02549,-2.8079726008966224e-07
LINC01525,-2.8079726008966224e-07
LINC00374,-2.8079726008966224e-07
IGHV2-26,-2.8080184423590703e-07
TENM3-AS1,-2.809051901977124e-07
KLF7P1,-2.8101889745875715e-07
KCND3-AS1,-2.8106066454175357e-07
OR10A5,-2.8114950711249954e-07
AC026408.1,-2.8119358145765244e-07
AC008574.1,-2.8123980578475107e-07
ROS1,-2.8125848382327766e-07
AL136097.2,-2.8160759366727693e-07
MTND5P3,-2.816112938998191e-07
AC005821.2,-2.8188203229691696e-07
TTC9-DT,-2.819548935119894e-07
LINC01109,-2.81993938507966e-07
FOXF2-DT,-2.81997815850099e-07
MPRIPP1,-2.820149997244176e-07
AL713998.3,-2.8212382822277073e-07
AC105150.1,-2.822147621855446e-07
SDC1,-2.823175490691731e-07
EIF3KP2,-2.823455677242919e-07
PRAMEF17,-2.8242260335611677e-07
OR4C11,-2.8242260335611677e-07
AL845311.1,-2.826924372045959e-07
RFPL4AP1,-2.826924372045959e-07
AC005996.1,-2.826924372045959e-07
F9,-2.826924372045959e-07
AC021451.2,-2.826924372045959e-07
AL391560.1,-2.826924372045959e-07
PRAMEF2,-2.826924372045959e-07
EFL1P2,-2.826924372045959e-07
OR5J7P,-2.826924372045959e-07
MTCO1P6,-2.826924372045959e-07
MBL2,-2.826924372045959e-07
AC022433.1,-2.826924372045959e-07
LINC02546,-2.826924372045959e-07
FAM197Y6,-2.826924372045959e-07
AC104790.1,-2.826924372045959e-07
LCEP1,-2.826924372045959e-07
LRRC2P1,-2.826924372045959e-07
MTAPP1,-2.8275278579639335e-07
RPS29P17,-2.827745815736196e-07
OR5H5P,-2.82835332065187e-07
CPNE6,-2.828411611723145e-07
AC122136.1,-2.829180838115983e-07
AC087564.1,-2.830448974360578e-07
STRC,-2.8326723294634977e-07
ASTN2-AS1,-2.8327828913973325e-07
OR5M7P,-2.833372969529263e-07
AL360169.1,-2.83370782444617e-07
CRISP1,-2.833711429791117e-07
ARL5AP2,-2.8341007346426084e-07
LINC01435,-2.834498682081486e-07
CLUHP8,-2.8359806357032564e-07
RPL12P5,-2.8359806357032564e-07
AC011525.1,-2.8359806357032564e-07
AC092661.1,-2.836695952801465e-07
AC068205.1,-2.8380046468301945e-07
VN2R17P,-2.839375195780232e-07
MRPL42P3,-2.840740098270472e-07
CDK8P1,-2.841116165906033e-07
RPS15AP3,-2.8464666479514987e-07
RNU7-55P,-2.8469025153295784e-07
OR51B6,-2.848600582136787e-07
AKAIN1,-2.848899404790509e-07
AC021382.1,-2.8494965648913277e-07
AL160408.3,-2.850781500706812e-07
OR7E23P,-2.8512588319849816e-07
WFDC13,-2.851385358978836e-07
ARSFP1,-2.8526174250997124e-07
SLC15A5,-2.855738861835252e-07
AC092902.2,-2.8571741691429916e-07
HSP90AB7P,-2.8573846326998736e-07
IGHE,-2.8592835707611765e-07
OR2L9P,-2.8609154392713895e-07
AC016813.1,-2.861052988280112e-07
ATP6V0A4,-2.862343659191059e-07
AL022316.1,-2.863237544666478e-07
MEMO1P2,-2.863321478224247e-07
FLVCR2-AS1,-2.863633854537395e-07
AL135936.1,-2.864425302398285e-07
AP001042.2,-2.864616147237866e-07
CELF2-DT,-2.864900895644728e-07
ARLNC1,-2.8659742488080427e-07
LBP,-2.86662174957925e-07
LINC01808,-2.8668952804112267e-07
LINC02061,-2.867739380783508e-07
AL135926.2,-2.8685982225799015e-07
FP671120.7,-2.870887865364031e-07
AC062021.1,-2.87125709396812e-07
AC018695.8,-2.873545015152744e-07
AC107884.2,-2.8739326653406256e-07
LINC00589,-2.8746257849475093e-07
AL137182.1,-2.8753108189680406e-07
LINC02037,-2.8762100206905644e-07
AL160408.4,-2.8763647068434863e-07
AC010547.2,-2.876393165325787e-07
AC021242.2,-2.87896988956533e-07
GOLT1A,-2.8801633242306044e-07
AC004147.2,-2.881482128227733e-07
AP000820.1,-2.8833737485157485e-07
OR11G1P,-2.887594262979898e-07
SLITRK1,-2.888542040133051e-07
LINC02854,-2.888542040133051e-07
CALHM4,-2.8892981379345837e-07
AL136129.1,-2.889314825083267e-07
AC124290.1,-2.889849620797734e-07
AC009063.1,-2.8899618401431463e-07
LINC01655,-2.890041485148965e-07
SFTPA2,-2.894076036747648e-07
HNRNPA3P13,-2.8989666073448617e-07
AL109945.1,-2.900240758617206e-07
DSCAM-IT1,-2.900569979497917e-07
VN1R40P,-2.903904835193159e-07
AC103809.1,-2.9041327942295823e-07
CYLC2,-2.904441296401689e-07
TAS1R2,-2.904681103247702e-07
AC002464.1,-2.906762735342078e-07
AL354861.2,-2.907016384767224e-07
LINC02377,-2.9074902671470225e-07
IGHJ5,-2.9076861683552464e-07
AC012065.1,-2.908937148781008e-07
NPSR1,-2.908946914457643e-07
AC130456.2,-2.90960819743965e-07
AL353637.2,-2.9096675815616133e-07
AC093627.2,-2.910788136990394e-07
LINC00221,-2.9113720967728785e-07
AC126175.2,-2.9120038547309663e-07
LINC01702,-2.9120809811064713e-07
GFY,-2.91351856763597e-07
BSND,-2.9135920466412207e-07
TERT,-2.9163023477128435e-07
HNRNPA1P71,-2.9169855793361105e-07
SERPINB7,-2.918474081569756e-07
AC092042.1,-2.9193981082798424e-07
LINC02824,-2.919625016712494e-07
AC124276.1,-2.92443140638545e-07
FUT3,-2.926064382135612e-07
IGHV3-53,-2.927610628846778e-07
PROP1,-2.931048989705571e-07
AKAP8P1,-2.931388466565262e-07
AP001630.1,-2.931815935588806e-07
RN7SKP36,-2.932658471010859e-07
RPL13AP19,-2.9333966085260774e-07
RN7SKP190,-2.93429544227727e-07
CFL1P2,-2.9362027471090093e-07
AC129926.2,-2.936850720669937e-07
AC007405.4,-2.93871902546753e-07
TLR8-AS1,-2.939739162709906e-07
LINC01181,-2.9400370040870477e-07
HGFAC,-2.942312946636171e-07
AL139393.1,-2.9427987840878524e-07
AC010255.3,-2.944600479144297e-07
IGHV3-33,-2.945089507146324e-07
AC074124.1,-2.9460881084927895e-07
AL353693.1,-2.946646779297208e-07
LINC03032,-2.94918574318403e-07
LCE3C,-2.949291659748381e-07
MIR4795,-2.949291659748381e-07
LINC01016,-2.9498192153475566e-07
OR2U2P,-2.950496794122358e-07
MIR5687,-2.952577583990105e-07
AF015262.1,-2.9540650642266055e-07
LINC02357,-2.954314227195362e-07
RN7SL519P,-2.954395606369597e-07
AC108156.1,-2.956285733162054e-07
LINC00251,-2.958618399948525e-07
GOLGA2P9,-2.9612840008460447e-07
CCL7,-2.962054111313524e-07
AL353997.2,-2.9641541608829794e-07
RNU6-1074P,-2.964510798153745e-07
LINC01896,-2.9659919883209165e-07
LINC02385,-2.9665337578008697e-07
AC012081.2,-2.9680437794607424e-07
AC010605.1,-2.970250401047081e-07
IGKV1D-13,-2.970654210160501e-07
SLC13A1,-2.97065660491554e-07
CLCA4,-2.971610873451981e-07
RPL21P50,-2.9720362392473324e-07
SNURFL,-2.9726979966099193e-07
LINC02215,-2.972710889787394e-07
GABRR3,-2.973099454073898e-07
AC118345.1,-2.973842863785533e-07
RNA5SP531,-2.975796049086815e-07
CFHR1,-2.9759358924924543e-07
TTC39A-AS1,-2.9782656977980316e-07
OR52V1P,-2.9783346532662775e-07
AL390728.5,-2.978450619877161e-07
SPINK7,-2.978515478253072e-07
AP002409.1,-2.979338420309313e-07
LINC02800,-2.980513505092578e-07
ATP6V0CP4,-2.9810104956438906e-07
AL121935.3,-2.981110397662255e-07
ATP5PBP2,-2.9823221908780523e-07
AC092435.3,-2.983086588424069e-07
AC087588.2,-2.983232156742778e-07
CCL1,-2.983484253730196e-07
CASC20,-2.983991230394628e-07
RN7SKP238,-2.9857938636715836e-07
AC095030.1,-2.9865815492448435e-07
PCAT5,-2.988011912218693e-07
LINC02544,-2.9892797270272563e-07
FAM90A12P,-2.9894867431859034e-07
SNRPF-DT,-2.9896950436665e-07
PWRN2,-2.9907059406802747e-07
ZNF90P2,-2.9918242912310833e-07
KRT34,-2.9921638026927204e-07
SAPCD1,-2.9924537825720563e-07
LCAL1,-2.99326255301552e-07
PRLHR,-2.9939564246861485e-07
MIR1288,-2.993958063932197e-07
RRBP1P2,-2.994388382372347e-07
SPRYD7P1,-2.9953799749185756e-07
IGKJ3,-2.995882581598282e-07
ARSI,-2.995937245982309e-07
AC067969.2,-2.9970130746422667e-07
PWRN4,-2.9986836036227486e-07
EPPIN,-2.999210108978459e-07
AC010486.3,-3.00386997624698e-07
EEF1DP5,-3.0040984069432824e-07
LNCARSR,-3.0066282393727495e-07
AL356489.4,-3.007033056654824e-07
OR7C2,-3.0074941465438116e-07
AC004556.3,-3.008964622769299e-07
CTCFL,-3.010192026419323e-07
H3C12,-3.0112603786171517e-07
LONRF2P1,-3.0113699546234887e-07
OR2A4,-3.011476969494532e-07
SH3GL2,-3.0115915352225805e-07
ATP6V0D2,-3.0137057996749907e-07
CAMTA1-AS2,-3.0144247524037414e-07
LINC02954,-3.015218981269884e-07
AC087612.1,-3.0160700767110474e-07
LINC02359,-3.0162172302060797e-07
RNU1-29P,-3.0164027534803984e-07
RPL32P33,-3.01754123994444e-07
AC126323.6,-3.0180672953164914e-07
SERF1AP1,-3.0191003453529195e-07
SEMG2,-3.0193489757787053e-07
AL163872.1,-3.0200453308578417e-07
KRT8P21,-3.020354919982908e-07
AC006007.1,-3.020354919982908e-07
AC022695.3,-3.0212097758677064e-07
AC114550.1,-3.0215255556247344e-07
AL023584.1,-3.0224305124487457e-07
PSAPL1,-3.0248761926120383e-07
LINC00664,-3.0253497294549844e-07
OR52X1P,-3.0264472849114953e-07
LINC02270,-3.0273895697410197e-07
AL161941.1,-3.029186424517909e-07
KRT28,-3.0310321142221237e-07
AL359382.1,-3.0316635035293473e-07
RN7SKP74,-3.032047788942836e-07
SLC24A3-AS1,-3.033046934919325e-07
AC008055.2,-3.0333079766987467e-07
AP001180.4,-3.036431742313125e-07
NBPF4,-3.0376157882976985e-07
AL121932.2,-3.0385361677378307e-07
SELENOTP1,-3.0385361677378307e-07
BOLA3P1,-3.0389997655426425e-07
AL136372.2,-3.040336716331115e-07
RN7SL503P,-3.041820407724948e-07
AC092979.2,-3.0419613481568843e-07
AL499627.1,-3.0462033530433103e-07
WEE2P1,-3.0474018490431137e-07
PRR35,-3.047487723405318e-07
AL592430.2,-3.04804850775143e-07
POM121L2,-3.048617316663364e-07
TIAM1-AS1,-3.048885710541266e-07
RNU6-62P,-3.0493687313683734e-07
ATP11AUN,-3.053786198709312e-07
CCNG1P1,-3.0550040234127307e-07
SNRPGP11,-3.055156825046315e-07
NLRP4,-3.0568062080044057e-07
MIR758,-3.057333038367693e-07
OR51K1P,-3.058362285700966e-07
NAMPTP1,-3.058874663445559e-07
LINC00566,-3.0603733443325224e-07
ZNF177,-3.06098880646459e-07
KRT17P4,-3.0636953774239433e-07
KNCN,-3.0639098533585916e-07
LINC02159,-3.0669594656149997e-07
RNU6-56P,-3.068655313334966e-07
NEU4,-3.0693482502952433e-07
RN7SL376P,-3.070023169165885e-07
SAR1AP2,-3.070600291123845e-07
FAM157B,-3.0730802173136524e-07
IFNE,-3.0732971919341576e-07
AL512356.4,-3.073674539452595e-07
TXNP7,-3.073935389591617e-07
ATP4A,-3.07538100049091e-07
LINC02004,-3.0755989766631014e-07
ATP6V1G1P4,-3.075789250114128e-07
AL135878.1,-3.0763990607744485e-07
AC109635.6,-3.0782754633063784e-07
NDUFA5P4,-3.0786849129890744e-07
LINC00635,-3.080099977981192e-07
ITIH6,-3.080601493858242e-07
AC009975.1,-3.082108934967392e-07
AC007953.1,-3.0823332854562644e-07
HHATL-AS1,-3.0823359306165983e-07
MTND3P12,-3.084726958730919e-07
HMGB1P50,-3.088671971822059e-07
AC016550.2,-3.0913175537863646e-07
RN7SL776P,-3.0913175537863646e-07
RPS3AP52,-3.0913175537863646e-07
AP000961.1,-3.0913175537863646e-07
RNU6-1335P,-3.0913175537863646e-07
AC084879.2,-3.0913175537863646e-07
RN7SKP13,-3.0913175537863646e-07
RN7SL570P,-3.0913175537863646e-07
AP001999.2,-3.0913175537863646e-07
RPA2P1,-3.0913175537863646e-07
LINC01508,-3.0913175537863646e-07
GARIN3P1,-3.0913175537863646e-07
CYP4F34P,-3.0913175537863646e-07
RNU6-209P,-3.0913175537863646e-07
KRTAP3-4P,-3.0913175537863646e-07
AC005901.1,-3.0913175537863646e-07
OR13C4,-3.0913175537863646e-07
AC093722.1,-3.0913175537863646e-07
LINC01153,-3.0913175537863646e-07
ARL2BPP1,-3.0930245532935294e-07
AC016687.3,-3.0931998514554077e-07
HSD17B2,-3.095262807239402e-07
AC079384.1,-3.095631765893866e-07
AL772363.1,-3.0974852956736224e-07
LHX1,-3.0981754174011095e-07
LINC00269,-3.09843509922023e-07
OR2R1P,-3.0986268366902436e-07
AC117522.2,-3.1010182664206014e-07
SNORD127,-3.10165891989703e-07
AC096576.3,-3.1058039761685426e-07
LINC02032,-3.106197037894195e-07
AC005050.3,-3.1070171868354244e-07
IGLC5,-3.107224068122825e-07
HMGCS2,-3.1078096464278406e-07
SLC35G3,-3.109542511419061e-07
AC117464.1,-3.112433364371151e-07
AC099786.3,-3.1128814654132767e-07
MTCYBP17,-3.1128814654132767e-07
LINC00903,-3.1128814654132767e-07
CTSL3P,-3.1128814654132767e-07
TRIM51,-3.1128814654132767e-07
AC023866.2,-3.1128814654132767e-07
PAGE3,-3.1128814654132767e-07
MTND2P9,-3.1128814654132767e-07
SNX18P13,-3.1128814654132767e-07
LINC01593,-3.1128814654132767e-07
OR9G1,-3.1128814654132767e-07
AL442638.1,-3.1128814654132767e-07
LINC01677,-3.1128814654132767e-07
AL121899.1,-3.1139198006841503e-07
AL513123.1,-3.116269647549012e-07
RN7SKP172,-3.1163918170870717e-07
MIR4253,-3.1189614651763716e-07
HMGB1P17,-3.1205638162742526e-07
CTNNA1-AS1,-3.1213218495331855e-07
TMEM229A,-3.1237335023449775e-07
FAR2P4,-3.124447621656214e-07
OR8J2,-3.124447621656214e-07
AC107373.3,-3.1245893738274024e-07
IGHV3-43,-3.1256861783509954e-07
OR51Q1,-3.126948938374595e-07
LINC02855,-3.1271555475031494e-07
AC104561.3,-3.1274591143256266e-07
AC060834.2,-3.1288502455138805e-07
AC027329.1,-3.1291307540020507e-07
RN7SL302P,-3.1303379670924895e-07
SORCS3,-3.1306409723970965e-07
SAGE1,-3.1349734420174604e-07
AC027243.3,-3.1412758633692964e-07
PRB1,-3.142630286113531e-07
AC239860.4,-3.14272725524944e-07
AL133372.3,-3.143378423944034e-07
RNU6-308P,-3.1433952463854507e-07
MIR329-1,-3.1435250472128385e-07
KRT18P6,-3.1436855332326506e-07
AC246680.1,-3.145032954585964e-07
MIR599,-3.146518645367048e-07
OR10V1,-3.146851580941541e-07
MAGEB2,-3.147931194030672e-07
CNPY1,-3.1518392485015044e-07
AC124301.1,-3.153111725841692e-07
SNAP91,-3.1533938446549226e-07
RN7SKP234,-3.154538091448454e-07
STMN2,-3.1548607036472197e-07
MIR4492,-3.1559533286230585e-07
AC138305.1,-3.1567333001148214e-07
RN7SL418P,-3.157053747723145e-07
ANO3-AS1,-3.1573092079416045e-07
LINC01262,-3.158111536271436e-07
LINC02920,-3.158325677608838e-07
CDRT15P9,-3.158758746649469e-07
CSMD2-AS1,-3.1591977450881726e-07
MTCYBP23,-3.1601847911551844e-07
AL589826.2,-3.1628282540891903e-07
AC007450.1,-3.16343940359008e-07
WTAPP1,-3.166150112232877e-07
AC026461.3,-3.1667222608928984e-07
ADAM21P1,-3.1668150993002563e-07
SCGB2A1,-3.167751044340819e-07
STEAP2-AS1,-3.1708203051468155e-07
ANKRD18B,-3.1725423146804776e-07
MIR3142,-3.1755256409114087e-07
LINC02443,-3.177124477912649e-07
FAM24A,-3.1788744269977567e-07
OVOL1,-3.180476692670748e-07
OR13E1P,-3.184762603016313e-07
ALG1L6P,-3.1871916698208444e-07
AC004263.1,-3.187294522749738e-07
TBC1D21,-3.1908727863412063e-07
RRAGAP1-AS1,-3.1911613052839753e-07
AC007326.2,-3.192034438074288e-07
UBE2CP4,-3.192731162993173e-07
HMGN2P8,-3.1930423642230084e-07
MTND4P22,-3.1946503028973806e-07
IMPDH1P7,-3.196124750220086e-07
AC004690.2,-3.1962971028189417e-07
RNF223,-3.198248119949662e-07
GPR89P,-3.202401107965876e-07
PRICKLE2-DT,-3.2032614214525095e-07
TMPRSS11BNL,-3.2035945193238286e-07
IQCM,-3.205995688818287e-07
MIR133A2,-3.212114745798328e-07
ATP2B2-IT1,-3.212114745798328e-07
MT-TS2,-3.213736486493849e-07
AL450426.1,-3.214202036999078e-07
ANKRD66,-3.2146272960527473e-07
FUT5,-3.2172802927014745e-07
AC091096.1,-3.2177392032224747e-07
AL138733.2,-3.2190398493742273e-07
LINC02395,-3.219354799195542e-07
AC008991.1,-3.2242062478683065e-07
OR7E43P,-3.225444834196873e-07
AC087273.2,-3.226984975019222e-07
HSPD1P6,-3.2279495743101576e-07
AP000233.1,-3.2279991794431576e-07
OR2D3,-3.228222437955721e-07
AL157702.2,-3.231971132863806e-07
LINC02248,-3.2324500519736887e-07
PRRT1B,-3.2400949900005403e-07
AC146944.4,-3.2403293330991244e-07
SPTLC1P4,-3.242645355527976e-07
OR1R1P,-3.242855620765498e-07
MIR576,-3.243426635142124e-07
MIR1285-2,-3.243692793121779e-07
AC121154.1,-3.2440060861133327e-07
LINC00261,-3.2451022705583304e-07
LINC01735,-3.246563757720192e-07
AC099487.1,-3.2470679289139795e-07
AC105914.2,-3.248015459358045e-07
LINC02238,-3.249754356625872e-07
AP000676.5,-3.250790877374572e-07
LINC02624,-3.2508462998097554e-07
SLC1A6,-3.252180619125035e-07
ZNF775-AS1,-3.2548307898187585e-07
GPR151,-3.2549600321256546e-07
RACK1P3,-3.2559901631581833e-07
NMUR2,-3.258531659046671e-07
AC083864.2,-3.260533925001235e-07
DNAJB6P6,-3.2618751270561345e-07
GULOP,-3.2657626628512957e-07
AC025766.1,-3.266021704203128e-07
AC026765.4,-3.26752667471248e-07
FAM204DP,-3.26923338863405e-07
AP005209.2,-3.26923338863405e-07
OR2T11,-3.27135280322691e-07
LINC02125,-3.2714890862883104e-07
BEND3P2,-3.276317488342129e-07
MESTP4,-3.277229227690281e-07
AL359552.1,-3.2773300632626474e-07
RPL9P5,-3.277978516383215e-07
AL359762.2,-3.2799033791209304e-07
AL133260.2,-3.279966588750726e-07
AURKBP1,-3.2803493085144567e-07
AC011374.3,-3.28403728408623e-07
AL390718.1,-3.2842655719672995e-07
NPY2R,-3.286455826797454e-07
HSD3BP4,-3.289979295495673e-07
AC020584.1,-3.292601374296849e-07
RNA5SP141,-3.2931502412204055e-07
AC092958.4,-3.296344648285684e-07
RHCG,-3.297486921217467e-07
OR8H2,-3.2983669608678464e-07
AC011465.1,-3.2986027077554076e-07
SLC9A4,-3.302596983459198e-07
CDH3-AS1,-3.304290671460963e-07
OR6C7P,-3.3092862742622037e-07
AP003464.1,-3.3092862742622037e-07
SLC6A3,-3.3094114500621123e-07
AC099554.1,-3.3103381927781056e-07
AC023669.1,-3.312612364117147e-07
AP001476.2,-3.312842176362551e-07
AC024619.3,-3.3166243250568516e-07
ASS1P12,-3.31842246971096e-07
AC091826.2,-3.318764790999879e-07
AL160262.1,-3.3188491657367844e-07
MTCYBP34,-3.3221680831758363e-07
CUL4AP1,-3.322858051022693e-07
B4GALNT4,-3.325399685850984e-07
LINC01048,-3.3303192186189085e-07
IGHV3-66,-3.3325773579930825e-07
EPS8L3,-3.3336419796687937e-07
AC113385.1,-3.3370111118552593e-07
AC069503.4,-3.3378707689133537e-07
AC090572.2,-3.338627348737082e-07
LINC01247,-3.3392777238957337e-07
IGKV1-12,-3.3467989936274353e-07
LINC00668,-3.346946844184787e-07
AC140125.3,-3.3473232737821186e-07
AL079301.1,-3.3481180425676507e-07
CT55,-3.348913274949827e-07
OR14A2,-3.3489365645954865e-07
SCRT2,-3.3494724458936815e-07
HERC2P8,-3.3502649368356526e-07
AL591519.1,-3.3503417398099396e-07
AL157414.1,-3.350800446757019e-07
LINC00658,-3.356705713675535e-07
AC007218.1,-3.357168330357145e-07
AC018685.3,-3.357243689604161e-07
KRTAP16-1,-3.3589547505263164e-07
RN7SKP91,-3.3590859969715644e-07
SERPINA9,-3.3590859969715644e-07
TGM3,-3.3590859969715644e-07
LINC02565,-3.3590859969715644e-07
LCE1E,-3.3590859969715644e-07
AP000290.1,-3.3590859969715644e-07
PDHA2,-3.3590859969715644e-07
RNU6-164P,-3.3590859969715644e-07
RN7SL504P,-3.3590859969715644e-07
OR10N1P,-3.3590859969715644e-07
RNU6-23P,-3.3590859969715644e-07
ALOX15P2,-3.3590859969715644e-07
AC023511.3,-3.3590859969715644e-07
AC015943.1,-3.3590859969715644e-07
HMGB1P28,-3.3590859969715644e-07
SPANXN2,-3.3590859969715644e-07
EEF1B2P5,-3.3590859969715644e-07
PAX8,-3.359603290212063e-07
CTSE,-3.3622209231652504e-07
GOLGA2P11,-3.362896070363655e-07
AL137001.2,-3.365340763661523e-07
LINC00366,-3.366634883013376e-07
MIR34BHG,-3.367542924369341e-07
AC009869.1,-3.368261444012423e-07
AC068408.2,-3.3687836082356094e-07
RPSAP66,-3.3702890625521457e-07
MARK2P10,-3.370629469816483e-07
AC103993.1,-3.3716496314283484e-07
AC093297.1,-3.3720243882157546e-07
AC017002.2,-3.3730370966956704e-07
ZNF519P1,-3.374089357519631e-07
C11orf87,-3.374936225227303e-07
LINC02386,-3.376604578518969e-07
AL390816.2,-3.3773875592230267e-07
RNU6-590P,-3.3776643431647784e-07
C1QTNF8,-3.3799203139544054e-07
CLSTN2-AS1,-3.38054230087243e-07
AL358134.1,-3.3808247625998565e-07
MTCO2P23,-3.3808247625998565e-07
SPATA31E1,-3.3808247625998565e-07
AL713866.1,-3.3808247625998565e-07
AL136234.1,-3.3808247625998565e-07
KRT38,-3.3808247625998565e-07
HELT,-3.3808247625998565e-07
LINC03017,-3.3808247625998565e-07
MIR4778,-3.3808247625998565e-07
AC239727.1,-3.3808247625998565e-07
AC027804.1,-3.3808247625998565e-07
AC109439.2,-3.3808247625998565e-07
AKR1B1P5,-3.3808247625998565e-07
KRT8P51,-3.3808247625998565e-07
SLC20A1P1,-3.3808247625998565e-07
AC006478.1,-3.3808247625998565e-07
CACNG2-DT,-3.3808247625998565e-07
H2BC1,-3.3808247625998565e-07
MTND4P21,-3.3808247625998565e-07
LINC02253,-3.3815300536534086e-07
C1orf94,-3.381651542315095e-07
HMGB3P32,-3.382357340312503e-07
RNU2-13P,-3.390868032235038e-07
ADGRG4,-3.391043487562524e-07
AC113615.1,-3.391867916314863e-07
TUBAP10,-3.3927057436862166e-07
GUCY2F,-3.3951926636837076e-07
RNASE2CP,-3.397397814977534e-07
RPL7P55,-3.3987582805438645e-07
AL590502.1,-3.3987582805438645e-07
RN7SL580P,-3.400070323003808e-07
ZIC5,-3.401405847940309e-07
MYADML,-3.4021479850463855e-07
ADAD1P2,-3.403707825433567e-07
