Gene,Rank
MIR4794,2.108793619113734e-07
COX7BP2,2.1082794095826233e-07
AC021851.2,2.1079259869616695e-07
H2AL1Q,2.1073927727308235e-07
ZNF470-DT,2.1072096237930373e-07
ANGPT4,2.1068145703818567e-07
ACOT4,2.1067089716528775e-07
NYAP1,2.1066601785375354e-07
AC233296.1,2.105829076450453e-07
AP001341.1,2.1057606159160582e-07
C10orf82,2.1057380049419603e-07
AL352984.1,2.1053748002652962e-07
CCDC144NL,2.104839854926102e-07
AC066585.1,2.1044561135534273e-07
GBAP1,2.1042739595443224e-07
RPL7P45,2.1040918799658758e-07
UNC93B3,2.1040918799658752e-07
AC021218.1,2.1040918799658737e-07
MIR3677,2.1040918799658737e-07
OFD1P2Y,2.1040918799658737e-07
AC126118.1,2.1032440866899122e-07
PIK3CA-DT,2.1025620758482266e-07
RN7SL484P,2.102557747872199e-07
AC007663.4,2.1024662292815482e-07
SPECC1L-ADORA2A,2.1020352643072723e-07
AP003351.1,2.1019724159558504e-07
TUBAP9,2.1015876646119368e-07
AC004549.1,2.1015283060218442e-07
EEF1DP4,2.1012185521971964e-07
ADCY10,2.1004302091095563e-07
RNA5SP464,2.1002767408164414e-07
H2AZP4,2.1001880264501076e-07
AC064874.1,2.1001273189708856e-07
RNU7-180P,2.1000552587407543e-07
ADGRL3-AS1,2.099877553893672e-07
MTND4P30,2.099855540282981e-07
AL157813.1,2.0997888206900597e-07
AC104335.1,2.099558635422388e-07
RNA5SP300,2.0995253302104821e-07
RNU6-128P,2.0992700708319766e-07
RN7SL788P,2.0991369522050792e-07
AC008734.2,2.099061450988439e-07
LY6G5C,2.0987733111498928e-07
ZBTB20-AS3,2.0985891981982654e-07
TPI1P3,2.0980972968314369e-07
LINC02418,2.097612806938021e-07
ASTN1,2.0969703839613378e-07
WDR87BP,2.0968922036354834e-07
SPCS2P1,2.0968899760182555e-07
AC012186.2,2.096755976337501e-07
AC020911.3,2.0965308448759464e-07
AC020907.4,2.0962822736179348e-07
MYLKP1,2.0959224926402437e-07
ALG1L15P,2.0958571858634891e-07
AC126763.1,2.095634152479822e-07
MGARP,2.0955686620729294e-07
RNU6-33P,2.0951489093766746e-07
MYL12BP3,2.0948864330425202e-07
RNU6-874P,2.0944056549832657e-07
LINC02419,2.0943446475875442e-07
AL023495.1,2.093647777752492e-07
RNA5SP375,2.0934841184229365e-07
CRHR2,2.093213275401122e-07
RPL27P8,2.0931799858778074e-07
PDCL3P4,2.0931354868374992e-07
AC005786.2,2.0931305544244091e-07
SLC26A6,2.0928966573963438e-07
VCX3A,2.0923692214478135e-07
CCNYL4,2.0921505664090198e-07
AC108751.4,2.0912585267213757e-07
SLC25A41,2.0912253238354788e-07
ZBTB24-DT,2.0905414970835962e-07
LINC02740,2.0905311389742643e-07
SLC22A20P,2.0900025607319617e-07
AC005062.1,2.0898726825093225e-07
AC020917.2,2.089105231473231e-07
GJD3,2.0886401822532624e-07
EIF4A2P4,2.0884993281249884e-07
RPL23AP18,2.088242546216663e-07
HAUS6P1,2.0877653065560107e-07
AC008966.2,2.087237908718519e-07
AL121895.2,2.087190274033843e-07
AC090971.1,2.086893524928765e-07
RNU6-238P,2.0868796348053613e-07
RN7SL353P,2.0868012568048604e-07
TMEM256P1,2.0866740137715558e-07
CAMSAP3,2.0864382446996985e-07
LINC00415,2.085861228149017e-07
PSMD6-AS1,2.0858492289338454e-07
TGIF2P1,2.0855177319988815e-07
LINC01335,2.0853610681009235e-07
EEF1A1P38,2.08507936357614e-07
LINC02465,2.0850350690207871e-07
HNRNPA1P31,2.0847190762453478e-07
PARP1P2,2.083950674705359e-07
AC108105.1,2.0839325974378298e-07
NPM1P43,2.0838733910355188e-07
AL732437.3,2.0837628753615057e-07
AC068987.3,2.08340756631624e-07
RNU6-130P,2.0821692838688097e-07
AC055733.2,2.0821399419251256e-07
THAP5P1,2.0821280272319648e-07
LAMP5-AS1,2.0818826569120193e-07
RNU6-1091P,2.081595168945686e-07
ANXA2P3,2.0814962710393988e-07
APOA5,2.0814962710393988e-07
AL161729.4,2.0810299499448494e-07
AC092142.2,2.0807540260458222e-07
PPP1R13B-DT,2.0804677221848935e-07
RPS26P6,2.079736934877754e-07
ANTXRL,2.0796587654427465e-07
SNRPA1P1,2.07956816739835e-07
CLDN23,2.0791608017077547e-07
AC006504.1,2.0788168693005285e-07
AL109761.1,2.0787948299635613e-07
AL078599.2,2.0784339114244617e-07
FABP5P2,2.0782882555755192e-07
TTTY18,2.077398551518281e-07
GUSBP4,2.0769308428865678e-07
AL136985.1,2.076881294166546e-07
RNY3P13,2.07631513428618e-07
RNU7-181P,2.0761828485333548e-07
AC064834.1,2.0758552318611985e-07
VTI1BP4,2.0749404924814797e-07
RN7SL274P,2.0746710084668043e-07
NEGR1-IT1,2.0745188827591155e-07
ZMYND19P1,2.0744178688123278e-07
PCDHAC2,2.073344204821553e-07
LZTS1,2.073162503402191e-07
RPL7P24,2.0728710370428627e-07
AC020922.4,2.0727081692411498e-07
AC080132.1,2.0717355756740517e-07
MIR4259,2.0714940808489011e-07
AL355102.5,2.0712821017674718e-07
AL161668.4,2.0709550698787142e-07
AP002954.2,2.0705561591502553e-07
RNA5SP97,2.0704704977543493e-07
BOK-AS1,2.0702684873906827e-07
GPR179,2.0701817826213353e-07
AL132655.3,2.0698143668618498e-07
CSNK1A1P3,2.0696915508133084e-07
SNORA84,2.0689415503380125e-07
SRP14P3,2.068819659770191e-07
SMIM2-IT1,2.0688145654083646e-07
AC018557.3,2.0686101840365543e-07
MIR199B,2.0673176919112879e-07
AL359555.1,2.0671835208896466e-07
AC016405.3,2.0671173659357332e-07
AC097526.1,2.06709025269144e-07
INMT-MINDY4,2.0667872525681724e-07
AC092839.2,2.066774696401115e-07
MIR504,2.066566840278795e-07
CCL26,2.0663556999094072e-07
AP003469.2,2.0663426782533084e-07
AC008406.3,2.0659814033350036e-07
AC092902.6,2.0656873597443308e-07
RNU6-998P,2.065669035444232e-07
AL023653.1,2.065605105865705e-07
AC073525.1,2.0655325165360828e-07
AC079848.2,2.0654356248819453e-07
AC103724.4,2.065407736115527e-07
AC020978.6,2.065318814585008e-07
RAD21L1,2.065255550469449e-07
DISP3,2.0652071672939828e-07
MIR8087,2.065011146873188e-07
Z98745.1,2.0646484489352275e-07
RN7SL574P,2.0643735042983707e-07
RNU6-571P,2.0642721036363166e-07
U62317.3,2.0638023225676043e-07
MAGI2-AS2,2.0636386165368365e-07
PPIAP16,2.0635279863222878e-07
PPIAP50,2.0633252619762067e-07
MIR548D1,2.0633252619762067e-07
LEFTY3P,2.06330676221272e-07
AC013391.1,2.0632372263426297e-07
NALF2,2.063104446671721e-07
Z98742.4,2.0627128617996418e-07
HOATZ,2.062341619449767e-07
NR0B2,2.0617731417673645e-07
RPL7P11,2.0614411137647348e-07
AC009097.3,2.0613574425468064e-07
RPL13P6,2.0612444732622548e-07
AC111170.1,2.0612149082494566e-07
RPL21P3,2.0611500632084852e-07
MIR4742,2.0611371810572326e-07
SNORD91B,2.0609444149401606e-07
ZMPSTE24-DT,2.0599716717514885e-07
MIR545,2.0598056223608317e-07
MUC4,2.0597861086995753e-07
IL12A-AS1,2.059760693922811e-07
RPS27AP13,2.0595480135058361e-07
KIAA2012-AS1,2.05935101907315e-07
AC111149.1,2.0592971799422504e-07
AC010275.1,2.0592329961293653e-07
LINC02365,2.0591853980638164e-07
ERVMER34-1,2.05916625914169e-07
RN7SL589P,2.0590377931554215e-07
ZNF311,2.058913842539175e-07
LINC02168,2.058827976754624e-07
AC130352.1,2.0587501634918508e-07
AL132765.2,2.058430330303186e-07
AC008751.3,2.0580493672231387e-07
RPL12P37,2.0577861960306364e-07
UNC80,2.0576503646500967e-07
LINC02150,2.0576065249450953e-07
BTF3L4P2,2.0575872980986194e-07
AC010643.1,2.0573774842067986e-07
AL162584.1,2.0573465754595142e-07
AC079921.2,2.0572222041297798e-07
AC025165.4,2.057009130742633e-07
MIR6766,2.0565813937509923e-07
AC005884.1,2.0563591489954924e-07
AL158828.1,2.055414389599624e-07
AC087392.4,2.0550376145167298e-07
SNORD96B,2.0547610354668648e-07
RIMBP3,2.0546016231359793e-07
AC008056.1,2.0542459487138e-07
TRBV6-6,2.0541473426723406e-07
AL031602.2,2.0534643781521523e-07
VDAC1P11,2.0534093714126746e-07
GPR142,2.0532632934328207e-07
SNORD15A,2.053203379503858e-07
RPS3AP42,2.0531600139369135e-07
AC005920.1,2.0530813325743121e-07
RNA5SP382,2.0527970739466565e-07
ARL4D,2.0526353478421167e-07
AC026367.3,2.0523418362422927e-07
RPL31P50,2.0520870644433695e-07
RTRAFP2,2.0520643838498758e-07
MOB4P2,2.0512911758097808e-07
AC113146.1,2.051202283647683e-07
TRAV5,2.0510356875756195e-07
RNY4P10,2.05082713002522e-07
RPS3AP48,2.0508228612963526e-07
PFKP-DT,2.0497750966468043e-07
GDF3,2.0496659999000857e-07
MICE,2.0494326313637512e-07
AP006333.2,2.04901788112496e-07
RPS3AP39,2.0487415354785864e-07
AC021979.2,2.0484709338507013e-07
ESRRAP1,2.0484709338507e-07
NDFIP2-AS1,2.0484709338507e-07
LINC02430,2.0484709338507e-07
CEACAM7,2.0484709338507e-07
AC108051.1,2.0484709338507e-07
CDC20P1,2.0484212545807378e-07
AC008735.4,2.0482605317626265e-07
AC103808.2,2.0479072339624823e-07
RNA5SP536,2.0478343848895275e-07
CFC1,2.047818059768799e-07
UBE2V1P6,2.047818059768799e-07
RN7SL623P,2.047818059768799e-07
AC091965.1,2.047818059768799e-07
MIR489,2.047818059768799e-07
FDPSP1,2.0478180597687973e-07
AC087369.2,2.0478180597687973e-07
NT5DC1P2,2.0478180597687973e-07
MAGEA11,2.0478180597687973e-07
MIR6877,2.0478180597687973e-07
AL023877.1,2.0478180597687973e-07
H3P40,2.0478180597687973e-07
SUB1P2,2.0478180597687973e-07
AL158065.1,2.0478180597687973e-07
AC112482.2,2.0478180597687973e-07
RNU6-1068P,2.0478180597687973e-07
NOS2P2,2.0478180597687973e-07
AL356740.2,2.0470191421995766e-07
ATP6V1B1-AS1,2.0466091731770914e-07
HMGN1P12,2.046578859655396e-07
SLC13A5,2.0463388364944078e-07
AL451085.1,2.0462747996172763e-07
PFN2-AS1,2.0461273808730745e-07
RPL17P17,2.0460684496348125e-07
DYNC1LI2-DT,2.0459288641962824e-07
RN7SL801P,2.0458615234306756e-07
GCOM1,2.0458285360669293e-07
AL161645.1,2.0457048551737638e-07
TVP23CP2,2.0454666871618772e-07
POU4F3,2.04515223242269e-07
AC090709.1,2.045096197309381e-07
AC011092.2,2.0450753205644584e-07
LUADT1,2.044691450960643e-07
TLCD4-RWDD3,2.0445220574139236e-07
AL596330.2,2.0443055430059144e-07
GSTM1,2.0434580104641485e-07
TRAJ3,2.0434151641781844e-07
RN7SL19P,2.0431188430927736e-07
AC010425.1,2.0431102878745557e-07
DPPA2,2.0429695878319475e-07
RN7SL656P,2.0429695878319475e-07
LINC02132,2.042689273800148e-07
CD8B2,2.0425099432459629e-07
AC093510.2,2.0419794634891625e-07
AC007389.3,2.0413608944339268e-07
BMX,2.0411342523092768e-07
LRRIQ4,2.0410179281993088e-07
SNORD121A,2.0407770158984265e-07
TTC39DP,2.0406574371202046e-07
AC117944.1,2.0405487951379004e-07
LINC01805,2.0403336076389523e-07
FTH1P19,2.039979554236334e-07
PANK2-AS1,2.0396515046290705e-07
LINC01587,2.0390101779064115e-07
AC073840.1,2.038726930086824e-07
OR7E94P,2.0385924661380435e-07
RNU6-143P,2.0378884526387116e-07
HDAC1P2,2.0376394404332402e-07
MIR1281,2.0373511854091404e-07
RN7SKP266,2.0364314699624407e-07
AC006458.1,2.036327426056873e-07
AC004908.1,2.035315872148675e-07
AC068789.1,2.0352641789376873e-07
SLC10A4,2.03526262325583e-07
RPL23AP95,2.0349792458651788e-07
MIR1972-1,2.0345995733295605e-07
SNRPGP5,2.0344663945329727e-07
AC091163.2,2.0343511549925153e-07
AC026471.3,2.033513353682056e-07
RPL7AP65,2.033455063959214e-07
AC103858.3,2.033098863770199e-07
AC020658.5,2.03303549709028e-07
HOXB9,2.0328356748419648e-07
NT5ELP,2.0327912870054868e-07
AL606500.1,2.0327643723710329e-07
AC004231.3,2.0325645313551734e-07
AL391152.1,2.0323316037715537e-07
OR51L1,2.0321752846895166e-07
SEPTIN14P12,2.030343111623896e-07
RNU6-545P,2.0301608810375298e-07
SNORA36C,2.030157021409479e-07
RN7SL615P,2.029819876729025e-07
TRBV7-3,2.0296096894215147e-07
LINC02454,2.0295614141084906e-07
AL645939.4,2.02947369226559e-07
HYI-AS1,2.0285097070278497e-07
AC016026.2,2.0285044928773458e-07
KYAT1,2.027778444990012e-07
S100A11P1,2.027720413707676e-07
RNU6-584P,2.0272954367653511e-07
PLA2G4E,2.0267652540945594e-07
FAF1-AS1,2.0266739512827554e-07
ETNK1-DT,2.0261357097932988e-07
LINC01364,2.0257530028664807e-07
AC100830.3,2.0256345911745074e-07
AC073210.3,2.0254984665188875e-07
MIR4451,2.0253668978931487e-07
HSD17B3,2.0242840802823946e-07
ASLP1,2.0242380474005527e-07
PKP3,2.0240072381088085e-07
MIR3144,2.02304508415331e-07
AP1M2P1,2.0229062453628547e-07
PSMA6P4,2.022546004002514e-07
SCYGR4,2.0224325635025397e-07
CLEC19A,2.021974488774897e-07
AC097382.3,2.0218868439265568e-07
MTHFD2P7,2.0216506148547563e-07
PRKCZ-DT,2.0209669315443884e-07
TEX43,2.0204245597524243e-07
PDXDC2P,2.0203778140829968e-07
NQO2-AS1,2.020011652708835e-07
ATOX1-AS1,2.019986820755711e-07
AC010999.1,2.0198736575101707e-07
LINC01388,2.0195246289844064e-07
LINC02528,2.0193545298944202e-07
AC007907.1,2.0192250398706501e-07
MRGPRX9P,2.019082825951542e-07
COLEC10,2.0188597470082677e-07
AC005696.1,2.018746682313813e-07
AC009495.3,2.0187197148864346e-07
CALHM6-AS1,2.018380112865337e-07
AC092155.1,2.0174919802020247e-07
AC005393.1,2.0174673495841876e-07
AC011468.5,2.0170233443151478e-07
DCLRE1CP1,2.0168733943314143e-07
AL354696.2,2.0166424243580748e-07
ERC2-IT1,2.016462421265379e-07
EIF1P6,2.0160736248306996e-07
CPMER,2.0159300216376006e-07
AL136376.1,2.0157680652703927e-07
AP000438.1,2.015723466011362e-07
AC008011.2,2.0156298395157826e-07
TRAPPC12-AS1,2.0154301296270833e-07
ZDHHC8P1,2.015332939044254e-07
ARNILA,2.0152965451152266e-07
TAF9BP2,2.0149663474231092e-07
DNMT3B,2.0148583466992073e-07
SNORA80C,2.014826019825834e-07
RN7SKP38,2.0144139076196656e-07
AC016822.1,2.014379875280482e-07
ZBTB46-AS1,2.0138361113038025e-07
KLF2P2,2.0138171812870288e-07
HSF5,2.0136150454242616e-07
ASNS,2.0134503179691153e-07
RNU2-11P,2.0130333055390064e-07
AC010894.3,2.012585405271542e-07
ZFY-AS1,2.0123830709877237e-07
KRT18P18,2.0122834922782452e-07
AC080013.5,2.012242340633853e-07
SNORD99,2.011873349951695e-07
AC005548.1,2.0116646506046712e-07
MTND2P12,2.011266673973465e-07
RBPMSLP,2.011254062698862e-07
AC004947.1,2.011085223849093e-07
AC136285.1,2.0105295607999347e-07
NR2E3,2.0104667026775522e-07
OR56B2P,2.0104226348481602e-07
MTATP6P2,2.0098105834234302e-07
AC006372.1,2.0096692397685235e-07
DDX25,2.009592452416844e-07
NPM1P30,2.009391401622289e-07
AC004466.3,2.0088703578854788e-07
AP001893.1,2.0086961532474084e-07
DNM1P46,2.008213555822702e-07
RNU6-1305P,2.0074707701507534e-07
HMGN1P32,2.0070337122194425e-07
PDCL3P7,2.0067259522312248e-07
AC100810.7,2.0065756381437146e-07
RAC1P4,2.006412164168337e-07
NRTN,2.0063324416966295e-07
ZMYND10,2.005951436378376e-07
PRXL2AP2,2.005429062221984e-07
LMX1A-AS2,2.0053284919292157e-07
AC090948.3,2.0048219554136822e-07
AC106820.5,2.0047543713977465e-07
AC084864.1,2.004652537459984e-07
RN7SL424P,2.004652537459984e-07
AL357513.1,2.004652537459984e-07
ATP6V1G1P2,2.004652537459984e-07
ELOCP24,2.004652537459984e-07
GJB5,2.004652537459984e-07
CDH18-AS1,2.004652537459984e-07
RNU6-788P,2.004652537459984e-07
SRGNP1,2.004652537459984e-07
AF099810.1,2.004652537459984e-07
AC104689.2,2.004652537459984e-07
RNASE9,2.004652537459984e-07
RNU7-175P,2.004652537459984e-07
AC020978.4,2.004652537459984e-07
MTND1P30,2.004652537459984e-07
RPL30P13,2.0045712581942778e-07
TRIM58,2.0039202431094076e-07
EEF1A1P39,2.0038200691816336e-07
AC026470.2,2.003600626987413e-07
AGGF1P2,2.0030116166025998e-07
AC008738.2,2.0028402134121864e-07
AC136698.1,2.0027842342457012e-07
LINC00445,2.002755634503969e-07
VN1R78P,2.0022181340425168e-07
OSTCP1,2.0021249645361576e-07
AC005034.5,2.002063971231589e-07
RNA5SP278,2.0018446468152245e-07
AL022097.1,2.0010127376498593e-07
RPL39P38,2.0006160050796676e-07
RPL35P6,2.0005942613435628e-07
RPL36AP11,2.0005807750199693e-07
LINC02155,2.000554374692356e-07
SZT2-AS1,1.9997254181606044e-07
LINC02130,1.9992828120537503e-07
PTPRJ-AS1,1.9992660252835583e-07
TRBV7-6,1.9989988804731007e-07
USP32P1,1.9989729167869998e-07
PCDHB17P,1.9982445841620306e-07
FAM228A,1.9981940477058683e-07
RPS12P27,1.9980810478507198e-07
SDHCP2,1.9980657911315602e-07
NTF4,1.9979450499592805e-07
AC079684.1,1.9977096728667892e-07
HLX-AS1,1.9976783724544281e-07
LIF-AS2,1.9971970159240893e-07
AC087501.1,1.9971222933937277e-07
SNORD114-22,1.99680707213454e-07
HHIPL1,1.9966851191577956e-07
AC110792.3,1.9964044698255074e-07
LINC02236,1.9957369202815972e-07
CBX3P1,1.995301502720243e-07
RPL36AP29,1.9944504110880407e-07
NAIPP3,1.9941177868853307e-07
AP001198.1,1.9938086245602873e-07
AC017104.6,1.9937624517729e-07
AL353152.2,1.9933440879569905e-07
AC108199.1,1.9928532042157086e-07
AC109462.2,1.9928046707054566e-07
AC004522.3,1.9923019189598986e-07
AC007787.1,1.9922191494396117e-07
RNU6-403P,1.9922008612099432e-07
RNU6ATAC10P,1.9920152500924085e-07
AC008397.1,1.9908522395734562e-07
LINC02391,1.990622578452475e-07
STEAP1B-AS1,1.9895128056521593e-07
AL365181.3,1.9893455682883204e-07
SNORA69,1.9888712996968214e-07
OR8T1P,1.9888635128141426e-07
AL078582.2,1.9887987481619815e-07
RNU6-1099P,1.988399660423663e-07
LINC02390,1.9881433671547205e-07
UNC13A,1.9881010644923378e-07
MIR8055,1.9878845973715164e-07
MTND2P40,1.9877481615173486e-07
AP000281.2,1.9876700196776736e-07
AC096732.1,1.9875627316743644e-07
AL157402.1,1.9873804558996794e-07
ACTN3,1.986524006651267e-07
TMA16P2,1.9864355078831334e-07
RNF186,1.985955779641657e-07
CLDN14-AS1,1.985069079338162e-07
AC093423.2,1.9848116697394e-07
C7orf57,1.9844901232111683e-07
FGF16,1.983702426833489e-07
RPL7AP18,1.98230926903965e-07
ARMC10P1,1.9822278303093038e-07
PIGFP1,1.9818641038841183e-07
TMEM97P1,1.9815009835443228e-07
RPS15AP12,1.9812160189204935e-07
AL122014.1,1.9811954646518835e-07
AL442125.2,1.9809757352550744e-07
GPR3,1.9805299947995778e-07
PIGO-AS1,1.9794967148342438e-07
AC135178.5,1.979210578358134e-07
GAPDHP68,1.979041600905891e-07
FTH1P23,1.9789568320349697e-07
RPL23AP96,1.9774104655440663e-07
LINC02497,1.9774104655440663e-07
AC004875.1,1.9774104655440663e-07
HMGN1P31,1.9774104655440647e-07
NLGN3,1.9773578217418618e-07
OR1J2,1.9771987764289738e-07
RNY1P14,1.977106522831177e-07
STMN1P1,1.976963671118496e-07
HYAL3,1.9768694516964506e-07
CCDC63,1.9764722752229687e-07
MIR574,1.9759642751505949e-07
AC021733.2,1.9757887318518394e-07
PCNPP3,1.9756208622345902e-07
FDPSP7,1.9754397924856583e-07
LMO7DN,1.975039036240617e-07
MIR8057,1.9745488909866109e-07
LINC02533,1.974471123039088e-07
AC025187.1,1.9743696147775585e-07
CCDC116,1.9740762415139984e-07
AC048344.4,1.973255851443028e-07
DUSP9,1.9730585644300597e-07
AC124057.1,1.9727170338737133e-07
COX6CP18,1.9725845739419799e-07
OR56B4,1.9720842667786825e-07
AC016877.1,1.9719740761339446e-07
AC040896.1,1.971691413497212e-07
MRPS31P4,1.9714490427872255e-07
RNU6-810P,1.9713985938170128e-07
ZNF705A,1.9710737011452697e-07
SPACA5,1.9705717482083267e-07
AL162582.1,1.9703302383332112e-07
VTI1BP1,1.9700054674726821e-07
PTGES,1.9699971102156367e-07
AC106795.2,1.969933297975274e-07
RN7SL681P,1.9697929920865548e-07
AP000487.2,1.9695263046566784e-07
RNU7-97P,1.9693504647957673e-07
FTLP10,1.969277211234974e-07
RNU6-1196P,1.9692645121989996e-07
LGI3,1.968866039685719e-07
MIR499A,1.968680093461342e-07
ATP5PBP7,1.9678783865201936e-07
GPR199P,1.967717179542043e-07
RNU6-658P,1.9676669793898173e-07
AC011601.1,1.967409748409896e-07
AC068418.1,1.9668885253209825e-07
ONECUT1,1.9666313681106317e-07
AL662789.1,1.966495388884543e-07
AC079148.2,1.966244930259376e-07
AC005609.5,1.966227677678541e-07
GAPDHP59,1.9659256324355786e-07
AC008456.1,1.9654234064481794e-07
MBL3P,1.9654234064481794e-07
RNU6-650P,1.9654234064481794e-07
RNU6-1009P,1.9654234064481794e-07
CYTL1,1.9652266453248315e-07
CLEC18A,1.9649941527602412e-07
ANXA10,1.964748601909923e-07
AC113398.2,1.9638363606509472e-07
CNOT7P1,1.9632360700988975e-07
LINC02351,1.963228286703646e-07
RN7SL491P,1.9629616187064434e-07
AF230666.2,1.9628077109266554e-07
AC008474.1,1.9624175197087932e-07
SLC25A6P2,1.9623453399296636e-07
RPL36AP27,1.9621657000696215e-07
DDC,1.9607195683482594e-07
BNIP3P1,1.9606860873842817e-07
AC139887.1,1.9606100969615603e-07
LINC01311,1.9603386917772522e-07
PTMAP11,1.960290441017297e-07
FAM242F,1.9599524065075773e-07
RN7SL388P,1.9597532181426583e-07
SNORA80D,1.9588513719422998e-07
AL354754.1,1.9586940664488735e-07
KRT18P37,1.9582122150133296e-07
MIR4524A,1.958099907486438e-07
MIR1972-2,1.9576977633602532e-07
MIR4634,1.9570923369285653e-07
ECEL1P3,1.9566400534566318e-07
LINC01441,1.9566400534566318e-07
MIR4642,1.9566400534566318e-07
AC006063.2,1.9566400534566296e-07
AC006369.2,1.956560736776274e-07
ALG1L14P,1.956560736776274e-07
AC093292.1,1.956560736776274e-07
PDCL3P1,1.956560736776274e-07
MIR4304,1.956560736776274e-07
HAUS4P1,1.956560736776274e-07
OR2W1,1.956560736776274e-07
RNU6-1203P,1.956018884037265e-07
TXNDC12-AS1,1.9558786249375194e-07
PFN1P11,1.9554294854310997e-07
MIR95,1.9554133445833332e-07
MTND5P33,1.9552773423329933e-07
VSTM2B,1.9549514117932688e-07
OR1N1,1.9546820944431728e-07
RN7SL393P,1.9542355003509152e-07
RPSAP61,1.953568436129486e-07
RNVU1-33,1.9531797882232762e-07
TERB2,1.9530101348254575e-07
AL049646.3,1.9530101348254575e-07
ZDHHC22,1.9526197791624757e-07
AC022098.4,1.952334081690007e-07
TMEM263-DT,1.9523313619707754e-07
AC007922.2,1.9520697299432415e-07
AL356419.1,1.9518328081233138e-07
AC008073.1,1.951334049250863e-07
ARNTL2-AS1,1.9507629675391624e-07
RNA5SP527,1.95048816550434e-07
AC064836.2,1.950118599908027e-07
FKBPL,1.950067303669047e-07
MRPS36P2,1.9500075582970858e-07
AL135999.2,1.9488352431180647e-07
FUNDC2P4,1.9487860807577884e-07
AC090907.1,1.948606842225918e-07
RPL31P58,1.9485158053652032e-07
SPAG16-DT,1.9483130526510067e-07
AL133243.1,1.9478159766474796e-07
CES5AP1,1.9478019767350528e-07
LINC02547,1.947796636258667e-07
AL355838.1,1.947059309250849e-07
MTCO1P4,1.9467566617344447e-07
RPL7AP15,1.945688433678797e-07
SDHCP3,1.945322554264249e-07
AC018695.4,1.9448322567761763e-07
AC015660.2,1.9445835673758912e-07
AC013652.2,1.9441963109993282e-07
UPK1A,1.943927829468258e-07
HNRNPCP7,1.943636304510574e-07
LINC02770,1.9429139117340738e-07
AL162632.1,1.9424239902155793e-07
RN7SL775P,1.9424057395700592e-07
AC020892.1,1.9420919720527122e-07
AK3P2,1.9420899968861067e-07
LSM3P5,1.9418911058539352e-07
RPL7P12,1.940166139005313e-07
H3P12,1.9400457458812355e-07
RPL12P46,1.9400457458812355e-07
RNU2-30P,1.9398706551085573e-07
RN7SL377P,1.9395193034729838e-07
KC877392.1,1.9394264236322682e-07
AC009804.2,1.939383143609135e-07
MIR1303,1.939383143609135e-07
LINC02355,1.9392332564870627e-07
RN7SKP126,1.9392332564870627e-07
NTM-IT,1.9392332564870627e-07
AC009597.1,1.939233256487062e-07
MIR4685,1.939233256487062e-07
MTND4LP2,1.939233256487062e-07
OR4C9P,1.93923325648706e-07
AL031386.1,1.93923325648706e-07
TRBV11-2,1.9383687432509872e-07
EEF1A1P2,1.93836874075478e-07
AC015909.2,1.938158485572408e-07
GTF2A1L,1.9381163507924924e-07
KCNN1,1.93792938370275e-07
FAM181B,1.936267831592288e-07
DNMT3L,1.9353998811286776e-07
MIR1268B,1.934825269299824e-07
SEC14L3,1.9342361919836426e-07
RNU1-83P,1.9335432822607402e-07
MTND5P31,1.9335239989563659e-07
AC078795.2,1.9332213562523518e-07
AC008080.2,1.9331327429552566e-07
LINC01449,1.9329744382225568e-07
RPL29P12,1.9329098998700225e-07
CFAP52,1.9328866437252957e-07
RCC2P7,1.932821414561268e-07
NUDT7,1.9324846108733504e-07
HNRNPA1P16,1.932366114165379e-07
PRR15,1.930894849999654e-07
HIGD1AP14,1.9301348426539024e-07
AL049780.1,1.929965622032349e-07
LINC01264,1.9296690177017865e-07
AP002989.1,1.929600382749151e-07
AL031289.1,1.9294635834997314e-07
RNU6-106P,1.9293157822075706e-07
CYCSP44,1.9291462477850329e-07
NACAP7,1.9291462477850329e-07
AP001591.1,1.9291462477850329e-07
RNA5SP285,1.9291462477850329e-07
LINC02178,1.9291462477850329e-07
KRT3,1.9291462477850329e-07
RNU6-684P,1.9291462477850329e-07
RPL39P33,1.9291462477850329e-07
SCYGR2,1.9291462477850329e-07
RNA5SP131,1.9291462477850329e-07
RNA5SP404,1.9291462477850329e-07
LLPHP1,1.9291462477850329e-07
OR10H2,1.9291462477850329e-07
IZUMO4,1.9290752071363437e-07
LINC01762,1.9287861619829798e-07
ZNF709,1.9286720642089597e-07
RPL21P89,1.9282404806499424e-07
SNURF,1.9280588216785682e-07
LINC01476,1.9274463516869386e-07
RNU4-6P,1.927089668578139e-07
DSG3,1.9270896685781358e-07
AC087752.4,1.926388636571657e-07
LINC00824,1.9260380800022728e-07
RN7SL40P,1.9254786772914775e-07
MIR491,1.925333850509579e-07
AL161618.1,1.9252838606948093e-07
RN7SL63P,1.9252838606948093e-07
AC007731.5,1.9252838606948093e-07
RNU6-337P,1.9252838606948093e-07
RNU7-48P,1.9252724966239678e-07
AP005203.1,1.925264463931493e-07
AP001628.2,1.924843933950454e-07
RNU6-122P,1.9243593714909482e-07
Z93943.1,1.923776914147203e-07
AP003108.1,1.923298389923962e-07
LINC02142,1.923232980802624e-07
TBC1D28,1.9230594304451622e-07
ERVK-28,1.9230594304451622e-07
HNRNPA1P63,1.9230594304451622e-07
CHEK2P1,1.9230594304451622e-07
DYNLL1P7,1.9230594304451622e-07
